#DataType      :	spring discharge data
#DataSource    :	Banque Hydro France	(http://www.hydro.eaufrance.fr/indexd.php?connect=8)
#ID            :	Y0705410
#Name          :	Fontestramar
#LAT	LON      :	42.86	2.96
#Time format   :	%d.%m.%Y
#Discharge unit:	m^3/s
#Timestamp(UTC):	14.08.2019 10:19:05
Timestamp	discharge
01.01.1963 00:00:00	2.1
02.01.1963 00:00:00	2
03.01.1963 00:00:00	2
04.01.1963 00:00:00	2
05.01.1963 00:00:00	1.92
06.01.1963 00:00:00	1.92
07.01.1963 00:00:00	1.84
08.01.1963 00:00:00	1.84
09.01.1963 00:00:00	1.76
10.01.1963 00:00:00	1.76
11.01.1963 00:00:00	1.76
12.01.1963 00:00:00	1.76
13.01.1963 00:00:00	1.76
14.01.1963 00:00:00	1.76
15.01.1963 00:00:00	1.76
16.01.1963 00:00:00	1.76
17.01.1963 00:00:00	1.76
18.01.1963 00:00:00	6
19.01.1963 00:00:00	11.2
20.01.1963 00:00:00	8.6
21.01.1963 00:00:00	6.7
22.01.1963 00:00:00	5.7
23.01.1963 00:00:00	6
24.01.1963 00:00:00	5.35
25.01.1963 00:00:00	4.72
26.01.1963 00:00:00	4.12
27.01.1963 00:00:00	3.84
28.01.1963 00:00:00	3.57
29.01.1963 00:00:00	3.31
30.01.1963 00:00:00	3.18
31.01.1963 00:00:00	3.05
01.02.1963 00:00:00	2.94
02.02.1963 00:00:00	2.83
03.02.1963 00:00:00	2.94
04.02.1963 00:00:00	2.72
05.02.1963 00:00:00	2.61
06.02.1963 00:00:00	2.5
07.02.1963 00:00:00	6
08.02.1963 00:00:00	19.3
09.02.1963 00:00:00	18.9
10.02.1963 00:00:00	14.3
11.02.1963 00:00:00	11.2
12.02.1963 00:00:00	9
13.02.1963 00:00:00	7.25
14.02.1963 00:00:00	5.7
15.02.1963 00:00:00	4.56
16.02.1963 00:00:00	3.31
17.02.1963 00:00:00	2.94
18.02.1963 00:00:00	2.83
19.02.1963 00:00:00	2.61
20.02.1963 00:00:00	2.5
21.02.1963 00:00:00	2.4
22.02.1963 00:00:00	2.3
23.02.1963 00:00:00	2.2
24.02.1963 00:00:00	2.1
25.02.1963 00:00:00	2
26.02.1963 00:00:00	1.92
27.02.1963 00:00:00	1.84
28.02.1963 00:00:00	1.84
01.03.1963 00:00:00	1.76
02.03.1963 00:00:00	1.76
03.03.1963 00:00:00	1.76
04.03.1963 00:00:00	1.76
05.03.1963 00:00:00	1.76
06.03.1963 00:00:00	1.76
07.03.1963 00:00:00	1.76
08.03.1963 00:00:00	1.76
09.03.1963 00:00:00	1.68
10.03.1963 00:00:00	1.68
11.03.1963 00:00:00	1.68
12.03.1963 00:00:00	1.68
13.03.1963 00:00:00	1.68
14.03.1963 00:00:00	1.6
15.03.1963 00:00:00	1.6
16.03.1963 00:00:00	1.6
17.03.1963 00:00:00	1.6
18.03.1963 00:00:00	1.6
19.03.1963 00:00:00	1.6
20.03.1963 00:00:00	1.6
21.03.1963 00:00:00	1.6
22.03.1963 00:00:00	1.6
23.03.1963 00:00:00	1.6
24.03.1963 00:00:00	1.6
25.03.1963 00:00:00	1.6
26.03.1963 00:00:00	1.6
27.03.1963 00:00:00	1.6
28.03.1963 00:00:00	1.6
29.03.1963 00:00:00	1.6
30.03.1963 00:00:00	1.6
31.03.1963 00:00:00	1.6
01.04.1963 00:00:00	1.6
02.04.1963 00:00:00	1.6
03.04.1963 00:00:00	1.6
04.04.1963 00:00:00	1.6
05.04.1963 00:00:00	1.6
06.04.1963 00:00:00	1.6
07.04.1963 00:00:00	1.6
08.04.1963 00:00:00	1.6
09.04.1963 00:00:00	1.6
10.04.1963 00:00:00	1.6
11.04.1963 00:00:00	1.6
12.04.1963 00:00:00	1.6
13.04.1963 00:00:00	1.6
14.04.1963 00:00:00	1.6
15.04.1963 00:00:00	1.6
16.04.1963 00:00:00	1.6
17.04.1963 00:00:00	1.76
18.04.1963 00:00:00	1.76
19.04.1963 00:00:00	2.94
20.04.1963 00:00:00	4.12
21.04.1963 00:00:00	3.31
22.04.1963 00:00:00	3.05
23.04.1963 00:00:00	2.83
24.04.1963 00:00:00	2.61
25.04.1963 00:00:00	2.5
26.04.1963 00:00:00	2.4
27.04.1963 00:00:00	2.4
28.04.1963 00:00:00	2.4
29.04.1963 00:00:00	2.4
30.04.1963 00:00:00	2.4
01.05.1963 00:00:00	2.4
02.05.1963 00:00:00	2.4
03.05.1963 00:00:00	2.4
04.05.1963 00:00:00	2.3
05.05.1963 00:00:00	2.3
06.05.1963 00:00:00	2.3
07.05.1963 00:00:00	2.2
08.05.1963 00:00:00	2.1
09.05.1963 00:00:00	2
10.05.1963 00:00:00	1.92
11.05.1963 00:00:00	1.84
12.05.1963 00:00:00	1.76
13.05.1963 00:00:00	1.68
14.05.1963 00:00:00	1.6
15.05.1963 00:00:00	1.48
16.05.1963 00:00:00	1.48
17.05.1963 00:00:00	1.48
18.05.1963 00:00:00	1.48
19.05.1963 00:00:00	1.48
20.05.1963 00:00:00	1.48
21.05.1963 00:00:00	1.48
22.05.1963 00:00:00	1.48
23.05.1963 00:00:00	1.48
24.05.1963 00:00:00	1.48
25.05.1963 00:00:00	1.48
26.05.1963 00:00:00	1.48
27.05.1963 00:00:00	1.48
28.05.1963 00:00:00	1.48
29.05.1963 00:00:00	1.48
30.05.1963 00:00:00	1.54
31.05.1963 00:00:00	1.54
01.06.1963 00:00:00	1.54
02.06.1963 00:00:00	1.6
03.06.1963 00:00:00	1.68
04.06.1963 00:00:00	1.68
05.06.1963 00:00:00	1.68
06.06.1963 00:00:00	1.68
07.06.1963 00:00:00	1.68
08.06.1963 00:00:00	1.68
09.06.1963 00:00:00	1.68
10.06.1963 00:00:00	1.68
11.06.1963 00:00:00	1.68
12.06.1963 00:00:00	1.68
13.06.1963 00:00:00	1.68
14.06.1963 00:00:00	1.76
15.06.1963 00:00:00	1.76
16.06.1963 00:00:00	1.76
17.06.1963 00:00:00	1.76
18.06.1963 00:00:00	1.84
19.06.1963 00:00:00	1.84
20.06.1963 00:00:00	2
21.06.1963 00:00:00	2
22.06.1963 00:00:00	2
23.06.1963 00:00:00	2
24.06.1963 00:00:00	2
25.06.1963 00:00:00	2
26.06.1963 00:00:00	2
27.06.1963 00:00:00	2
28.06.1963 00:00:00	2
29.06.1963 00:00:00	2
30.06.1963 00:00:00	2
01.07.1963 00:00:00	2
02.07.1963 00:00:00	2
03.07.1963 00:00:00	2
04.07.1963 00:00:00	2
05.07.1963 00:00:00	1.92
06.07.1963 00:00:00	1.92
07.07.1963 00:00:00	1.92
08.07.1963 00:00:00	1.92
09.07.1963 00:00:00	1.92
10.07.1963 00:00:00	1.84
11.07.1963 00:00:00	1.84
12.07.1963 00:00:00	1.84
13.07.1963 00:00:00	1.84
14.07.1963 00:00:00	1.76
15.07.1963 00:00:00	1.76
16.07.1963 00:00:00	1.76
17.07.1963 00:00:00	1.76
18.07.1963 00:00:00	1.76
19.07.1963 00:00:00	1.68
20.07.1963 00:00:00	1.68
21.07.1963 00:00:00	1.68
22.07.1963 00:00:00	1.68
23.07.1963 00:00:00	1.6
24.07.1963 00:00:00	1.6
25.07.1963 00:00:00	1.6
26.07.1963 00:00:00	1.6
27.07.1963 00:00:00	1.54
28.07.1963 00:00:00	1.54
29.07.1963 00:00:00	1.54
30.07.1963 00:00:00	1.54
31.07.1963 00:00:00	1.48
01.08.1963 00:00:00	1.48
02.08.1963 00:00:00	1.48
03.08.1963 00:00:00	1.48
04.08.1963 00:00:00	1.48
05.08.1963 00:00:00	1.48
06.08.1963 00:00:00	1.42
07.08.1963 00:00:00	1.42
08.08.1963 00:00:00	1.42
09.08.1963 00:00:00	1.42
10.08.1963 00:00:00	1.42
11.08.1963 00:00:00	1.42
12.08.1963 00:00:00	1.36
13.08.1963 00:00:00	1.36
14.08.1963 00:00:00	1.36
15.08.1963 00:00:00	1.3
16.08.1963 00:00:00	1.3
17.08.1963 00:00:00	1.3
18.08.1963 00:00:00	1.3
19.08.1963 00:00:00	1.3
20.08.1963 00:00:00	1.26
21.08.1963 00:00:00	1.26
22.08.1963 00:00:00	1.26
23.08.1963 00:00:00	1.22
24.08.1963 00:00:00	1.22
25.08.1963 00:00:00	1.22
26.08.1963 00:00:00	1.18
27.08.1963 00:00:00	1.18
28.08.1963 00:00:00	1.18
29.08.1963 00:00:00	1.18
30.08.1963 00:00:00	1.14
31.08.1963 00:00:00	1.14
01.09.1963 00:00:00	1.14
02.09.1963 00:00:00	1.14
03.09.1963 00:00:00	1.14
04.09.1963 00:00:00	1.14
05.09.1963 00:00:00	1.14
06.09.1963 00:00:00	1.14
07.09.1963 00:00:00	1.14
08.09.1963 00:00:00	1.14
09.09.1963 00:00:00	1.14
10.09.1963 00:00:00	1.14
11.09.1963 00:00:00	1.14
12.09.1963 00:00:00	1.3
13.09.1963 00:00:00	6.35
14.09.1963 00:00:00	27.3
15.09.1963 00:00:00	26.9
16.09.1963 00:00:00	18.9
17.09.1963 00:00:00	14.1
18.09.1963 00:00:00	10.9
19.09.1963 00:00:00	8.8
20.09.1963 00:00:00	6.9
21.09.1963 00:00:00	5.7
22.09.1963 00:00:00	4.26
23.09.1963 00:00:00	3.7
24.09.1963 00:00:00	3.18
25.09.1963 00:00:00	2.94
26.09.1963 00:00:00	2.61
27.09.1963 00:00:00	2.4
28.09.1963 00:00:00	2.2
29.09.1963 00:00:00	2.1
30.09.1963 00:00:00	2
01.10.1963 00:00:00	1.84
02.10.1963 00:00:00	1.76
03.10.1963 00:00:00	1.76
04.10.1963 00:00:00	1.76
05.10.1963 00:00:00	1.6
06.10.1963 00:00:00	1.6
07.10.1963 00:00:00	1.6
08.10.1963 00:00:00	1.54
09.10.1963 00:00:00	1.48
10.10.1963 00:00:00	1.48
11.10.1963 00:00:00	1.48
12.10.1963 00:00:00	1.48
13.10.1963 00:00:00	1.42
14.10.1963 00:00:00	1.42
15.10.1963 00:00:00	1.42
16.10.1963 00:00:00	1.42
17.10.1963 00:00:00	1.42
18.10.1963 00:00:00	1.36
19.10.1963 00:00:00	1.36
20.10.1963 00:00:00	1.36
21.10.1963 00:00:00	1.36
22.10.1963 00:00:00	1.36
23.10.1963 00:00:00	1.36
24.10.1963 00:00:00	1.36
25.10.1963 00:00:00	1.36
26.10.1963 00:00:00	1.36
27.10.1963 00:00:00	1.36
28.10.1963 00:00:00	1.3
29.10.1963 00:00:00	1.3
30.10.1963 00:00:00	1.3
31.10.1963 00:00:00	1.3
01.11.1963 00:00:00	1.3
02.11.1963 00:00:00	1.3
03.11.1963 00:00:00	1.3
04.11.1963 00:00:00	1.3
05.11.1963 00:00:00	1.3
06.11.1963 00:00:00	1.26
07.11.1963 00:00:00	1.26
08.11.1963 00:00:00	1.26
09.11.1963 00:00:00	1.26
10.11.1963 00:00:00	1.26
11.11.1963 00:00:00	1.26
12.11.1963 00:00:00	1.22
13.11.1963 00:00:00	1.22
14.11.1963 00:00:00	1.22
15.11.1963 00:00:00	1.22
16.11.1963 00:00:00	1.22
17.11.1963 00:00:00	1.18
18.11.1963 00:00:00	1.18
19.11.1963 00:00:00	1.18
20.11.1963 00:00:00	1.18
21.11.1963 00:00:00	1.18
22.11.1963 00:00:00	1.18
23.11.1963 00:00:00	1.18
24.11.1963 00:00:00	1.18
25.11.1963 00:00:00	1.14
26.11.1963 00:00:00	1.14
27.11.1963 00:00:00	1.14
28.11.1963 00:00:00	1.14
29.11.1963 00:00:00	1.14
30.11.1963 00:00:00	1.14
01.12.1963 00:00:00	1.14
02.12.1963 00:00:00	1.3
03.12.1963 00:00:00	2.2
04.12.1963 00:00:00	2.94
05.12.1963 00:00:00	2.2
06.12.1963 00:00:00	1.76
07.12.1963 00:00:00	1.54
08.12.1963 00:00:00	1.54
09.12.1963 00:00:00	2.61
10.12.1963 00:00:00	3.7
11.12.1963 00:00:00	2.83
12.12.1963 00:00:00	2.3
13.12.1963 00:00:00	2.1
14.12.1963 00:00:00	1.84
15.12.1963 00:00:00	1.68
16.12.1963 00:00:00	1.6
17.12.1963 00:00:00	1.54
18.12.1963 00:00:00	1.48
19.12.1963 00:00:00	1.42
20.12.1963 00:00:00	1.42
21.12.1963 00:00:00	1.36
22.12.1963 00:00:00	1.3
23.12.1963 00:00:00	1.26
24.12.1963 00:00:00	1.26
25.12.1963 00:00:00	1.18
26.12.1963 00:00:00	1.18
27.12.1963 00:00:00	1.18
28.12.1963 00:00:00	1.18
29.12.1963 00:00:00	1.14
30.12.1963 00:00:00	1.14
31.12.1963 00:00:00	1.14
01.01.1964 00:00:00	1.14
02.01.1964 00:00:00	1.14
03.01.1964 00:00:00	1.14
04.01.1964 00:00:00	1.14
05.01.1964 00:00:00	1.14
06.01.1964 00:00:00	1.14
07.01.1964 00:00:00	1.14
08.01.1964 00:00:00	1.1
09.01.1964 00:00:00	1.1
10.01.1964 00:00:00	1.1
11.01.1964 00:00:00	1.1
12.01.1964 00:00:00	1.1
13.01.1964 00:00:00	1.1
14.01.1964 00:00:00	1.07
15.01.1964 00:00:00	1.07
16.01.1964 00:00:00	1.07
17.01.1964 00:00:00	1.07
18.01.1964 00:00:00	1.07
19.01.1964 00:00:00	1.07
20.01.1964 00:00:00	1.07
21.01.1964 00:00:00	1.07
22.01.1964 00:00:00	1.07
23.01.1964 00:00:00	1.07
24.01.1964 00:00:00	1.07
25.01.1964 00:00:00	1.07
26.01.1964 00:00:00	1.07
27.01.1964 00:00:00	1.07
28.01.1964 00:00:00	1.04
29.01.1964 00:00:00	1.04
30.01.1964 00:00:00	1.04
31.01.1964 00:00:00	1.04
01.02.1964 00:00:00	1.04
02.02.1964 00:00:00	0.98
03.02.1964 00:00:00	0.98
04.02.1964 00:00:00	0.98
05.02.1964 00:00:00	0.98
06.02.1964 00:00:00	0.98
07.02.1964 00:00:00	0.98
08.02.1964 00:00:00	0.98
09.02.1964 00:00:00	0.98
10.02.1964 00:00:00	0.98
11.02.1964 00:00:00	0.98
12.02.1964 00:00:00	0.98
13.02.1964 00:00:00	0.98
14.02.1964 00:00:00	0.98
15.02.1964 00:00:00	3.05
16.02.1964 00:00:00	3.57
17.02.1964 00:00:00	2.61
18.02.1964 00:00:00	1.76
19.02.1964 00:00:00	1.6
20.02.1964 00:00:00	1.42
21.02.1964 00:00:00	1.36
22.02.1964 00:00:00	1.3
23.02.1964 00:00:00	1.3
24.02.1964 00:00:00	1.3
25.02.1964 00:00:00	3.18
26.02.1964 00:00:00	5.5
27.02.1964 00:00:00	4.4
28.02.1964 00:00:00	2.83
29.02.1964 00:00:00	2.2
01.03.1964 00:00:00	2
02.03.1964 00:00:00	1.84
03.03.1964 00:00:00	1.76
04.03.1964 00:00:00	1.68
05.03.1964 00:00:00	1.6
06.03.1964 00:00:00	1.6
07.03.1964 00:00:00	1.54
08.03.1964 00:00:00	1.48
09.03.1964 00:00:00	1.48
10.03.1964 00:00:00	1.42
11.03.1964 00:00:00	1.48
12.03.1964 00:00:00	2.5
13.03.1964 00:00:00	3.57
14.03.1964 00:00:00	2.94
15.03.1964 00:00:00	2.5
16.03.1964 00:00:00	2.2
17.03.1964 00:00:00	1.92
18.03.1964 00:00:00	1.84
19.03.1964 00:00:00	1.76
20.03.1964 00:00:00	1.68
21.03.1964 00:00:00	1.68
22.03.1964 00:00:00	1.68
23.03.1964 00:00:00	1.6
24.03.1964 00:00:00	1.54
25.03.1964 00:00:00	1.54
26.03.1964 00:00:00	1.68
27.03.1964 00:00:00	1.68
28.03.1964 00:00:00	1.68
29.03.1964 00:00:00	1.68
30.03.1964 00:00:00	1.76
31.03.1964 00:00:00	2.1
01.04.1964 00:00:00	3.7
02.04.1964 00:00:00	3.84
03.04.1964 00:00:00	3.84
04.04.1964 00:00:00	3.18
05.04.1964 00:00:00	2.83
06.04.1964 00:00:00	2.5
07.04.1964 00:00:00	2.3
08.04.1964 00:00:00	2.1
09.04.1964 00:00:00	2
10.04.1964 00:00:00	1.92
11.04.1964 00:00:00	1.92
12.04.1964 00:00:00	1.92
13.04.1964 00:00:00	1.84
14.04.1964 00:00:00	1.84
15.04.1964 00:00:00	1.84
16.04.1964 00:00:00	1.84
17.04.1964 00:00:00	1.84
18.04.1964 00:00:00	1.92
19.04.1964 00:00:00	2.61
20.04.1964 00:00:00	4.26
21.04.1964 00:00:00	3.7
22.04.1964 00:00:00	3.18
23.04.1964 00:00:00	2.83
24.04.1964 00:00:00	2.61
25.04.1964 00:00:00	2.5
26.04.1964 00:00:00	2.4
27.04.1964 00:00:00	2.3
28.04.1964 00:00:00	2.3
29.04.1964 00:00:00	2.3
30.04.1964 00:00:00	2.3
01.05.1964 00:00:00	2.3
02.05.1964 00:00:00	2.3
03.05.1964 00:00:00	2.3
04.05.1964 00:00:00	2.3
05.05.1964 00:00:00	2.3
06.05.1964 00:00:00	2.3
07.05.1964 00:00:00	2.3
08.05.1964 00:00:00	2.3
09.05.1964 00:00:00	2.3
10.05.1964 00:00:00	2.3
11.05.1964 00:00:00	2.3
12.05.1964 00:00:00	2.3
13.05.1964 00:00:00	2.3
14.05.1964 00:00:00	2.3
15.05.1964 00:00:00	2.3
16.05.1964 00:00:00	2.3
17.05.1964 00:00:00	2.3
18.05.1964 00:00:00	2.3
19.05.1964 00:00:00	2.3
20.05.1964 00:00:00	2.3
21.05.1964 00:00:00	2.3
22.05.1964 00:00:00	2.4
23.05.1964 00:00:00	2.4
24.05.1964 00:00:00	4.4
25.05.1964 00:00:00	12.6
26.05.1964 00:00:00	10
27.05.1964 00:00:00	8
28.05.1964 00:00:00	6.2
29.05.1964 00:00:00	4.72
30.05.1964 00:00:00	4.26
31.05.1964 00:00:00	3.84
01.06.1964 00:00:00	3.57
02.06.1964 00:00:00	3.31
03.06.1964 00:00:00	3.18
04.06.1964 00:00:00	3.44
05.06.1964 00:00:00	2.94
06.06.1964 00:00:00	2.83
07.06.1964 00:00:00	2.83
08.06.1964 00:00:00	2.72
09.06.1964 00:00:00	2.72
10.06.1964 00:00:00	2.72
11.06.1964 00:00:00	2.72
12.06.1964 00:00:00	2.72
13.06.1964 00:00:00	2.72
14.06.1964 00:00:00	2.72
15.06.1964 00:00:00	2.72
16.06.1964 00:00:00	2.72
17.06.1964 00:00:00	2.72
18.06.1964 00:00:00	2.72
19.06.1964 00:00:00	2.72
20.06.1964 00:00:00	2.72
21.06.1964 00:00:00	2.72
22.06.1964 00:00:00	2.1
23.06.1964 00:00:00	2.1
24.06.1964 00:00:00	2.1
25.06.1964 00:00:00	2
26.06.1964 00:00:00	2
27.06.1964 00:00:00	2
28.06.1964 00:00:00	2
29.06.1964 00:00:00	2
30.06.1964 00:00:00	2
01.07.1964 00:00:00	2
02.07.1964 00:00:00	2
03.07.1964 00:00:00	2
04.07.1964 00:00:00	2
05.07.1964 00:00:00	2
06.07.1964 00:00:00	1.92
07.07.1964 00:00:00	1.92
08.07.1964 00:00:00	1.92
09.07.1964 00:00:00	1.92
10.07.1964 00:00:00	1.84
11.07.1964 00:00:00	1.84
12.07.1964 00:00:00	1.84
13.07.1964 00:00:00	1.84
14.07.1964 00:00:00	1.76
15.07.1964 00:00:00	1.76
16.07.1964 00:00:00	1.76
17.07.1964 00:00:00	1.68
18.07.1964 00:00:00	1.68
19.07.1964 00:00:00	1.68
20.07.1964 00:00:00	1.68
21.07.1964 00:00:00	1.6
22.07.1964 00:00:00	1.6
23.07.1964 00:00:00	1.48
24.07.1964 00:00:00	1.48
25.07.1964 00:00:00	1.48
26.07.1964 00:00:00	1.48
27.07.1964 00:00:00	1.48
28.07.1964 00:00:00	1.48
29.07.1964 00:00:00	1.48
30.07.1964 00:00:00	1.48
31.07.1964 00:00:00	1.48
01.08.1964 00:00:00	1.48
02.08.1964 00:00:00	1.48
03.08.1964 00:00:00	1.48
04.08.1964 00:00:00	1.48
05.08.1964 00:00:00	1.48
